GRAND_ID: 2715
DAM_NAME: -7.9504
LONG: -7.9504
LAT: 41.76988
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.01;0.13
2.0;0.02;0.27
3.0;0.03;0.42
4.0;0.05;0.59
5.0;0.06;0.77
6.0;0.09;0.98
7.0;0.1;1.2
8.0;0.14;1.46
9.0;0.16;1.74
10.0;0.19;2.05
11.0;0.22;2.38
12.0;0.27;2.77
13.0;0.3;3.2
14.0;0.35;3.67
15.0;0.38;4.17
16.0;0.54;4.82
17.0;0.62;5.56
18.0;0.78;6.46
19.0;0.84;7.42
20.0;0.94;8.48
21.0;0.98;9.58
22.0;1.07;10.77
23.0;1.12;12.01
24.0;1.2;13.33
25.0;1.25;14.71
26.0;1.35;16.18
27.0;1.41;17.71
28.0;1.52;19.35
29.0;1.56;21.03
30.0;1.64;22.78
31.0;1.69;24.59
32.0;1.8;26.51
33.0;1.83;28.47
34.0;1.92;30.5
35.0;1.96;32.58
36.0;2.07;34.77
37.0;2.12;37.01
38.0;2.21;39.34
39.0;2.25;41.71
40.0;2.35;44.18
41.0;2.41;46.71
42.0;2.5;49.33
43.0;2.54;51.99
44.0;2.63;54.74
45.0;2.65;57.51
46.0;2.73;60.36
47.0;2.75;63.23
48.0;2.81;66.16
49.0;2.82;69.11
50.0;2.87;72.1
51.0;2.89;75.1
52.0;2.91;78.14
53.0;2.92;81.18
54.0;2.94;84.24
