GRAND_ID: 2741
DAM_NAME: -8.259579
LONG: -8.259579
LAT: 41.097268
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.03;0.17
2.0;0.08;0.39
3.0;0.13;0.66
4.0;0.22;1.02
5.0;0.26;1.42
6.0;0.32;1.88
7.0;0.36;2.38
8.0;0.45;2.97
9.0;0.54;3.64
10.0;0.71;4.49
11.0;0.9;5.52
12.0;1.12;6.78
13.0;1.26;8.17
14.0;1.42;9.74
15.0;1.52;11.4
16.0;1.68;13.22
17.0;1.78;15.13
18.0;1.92;17.19
19.0;2.01;19.34
20.0;2.15;21.63
21.0;2.23;24.0
22.0;2.34;26.47
23.0;2.41;29.02
