GRAND_ID: 3837
DAM_NAME: 25.401042
LONG: 25.401042
LAT: 46.46536
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.03;0.17
2.0;0.07;0.37
3.0;0.09;0.59
4.0;0.13;0.86
5.0;0.15;1.14
6.0;0.22;1.5
7.0;0.25;1.89
8.0;0.35;2.38
9.0;0.38;2.89
10.0;0.46;3.49
11.0;0.5;4.14
12.0;0.59;4.87
13.0;0.64;5.65
14.0;0.71;6.5
15.0;0.75;7.39
16.0;0.8;8.33
17.0;0.84;9.31
18.0;0.88;10.32
19.0;0.89;11.35
20.0;0.94;12.44
21.0;0.97;13.54
22.0;1.0;14.68
23.0;1.02;15.84
24.0;1.05;17.03
25.0;1.07;18.23
26.0;1.09;19.46
27.0;1.1;20.69
28.0;1.11;21.95
29.0;1.12;23.2
30.0;1.13;24.47
31.0;1.14;25.74
32.0;1.14;27.02
33.0;1.14;28.3
34.0;1.15;29.59
35.0;1.15;30.88
