GRAND_ID: 6904
DAM_NAME: -64.648086
LONG: -64.648086
LAT: -9.267428
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.97;1.57
2.0;2.67;4.85
3.0;4.1;9.55
4.0;6.76;16.92
5.0;8.95;26.48
6.0;12.46;39.55
7.0;16.47;56.62
8.0;21.95;79.17
9.0;26.61;106.38
10.0;31.71;138.7
11.0;35.94;175.24
12.0;41.85;217.7
13.0;46.36;264.66
14.0;57.73;322.99
15.0;70.44;394.04
16.0;86.81;481.45
17.0;99.38;581.44
18.0;119.89;701.94
19.0;141.58;844.13
20.0;166.52;1011.26
21.0;189.78;1201.64
22.0;219.48;1421.73
23.0;244.59;1666.93
24.0;280.49;1948.03
25.0;305.25;2253.88
26.0;329.93;2584.41
27.0;347.43;2932.45
28.0;366.79;3299.84
29.0;380.92;3681.37
30.0;395.52;4077.49
31.0;408.14;4486.23
32.0;424.59;4911.43
33.0;439.24;5351.27
34.0;455.28;5807.16
35.0;466.43;6274.19
36.0;477.86;6752.66
37.0;486.01;7239.27
38.0;494.04;7733.92
