GRAND_ID: 6903
DAM_NAME: -49.683092
LONG: -49.683092
LAT: -26.891091
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.2;0.44
2.0;0.52;1.21
3.0;0.75;2.21
4.0;1.1;3.55
5.0;1.39;5.19
6.0;1.84;7.27
7.0;2.16;9.68
8.0;2.71;12.64
9.0;3.0;15.88
10.0;3.42;19.54
11.0;3.59;23.38
12.0;3.95;27.58
13.0;4.13;31.95
14.0;4.42;36.61
15.0;4.58;41.44
16.0;4.83;46.51
17.0;4.96;51.72
18.0;5.11;57.07
19.0;5.2;62.52
20.0;5.34;68.11
21.0;5.42;73.77
22.0;5.58;79.6
23.0;5.64;85.49
