GRAND_ID: 6651
DAM_NAME: 142.545385
LONG: 142.545385
LAT: -37.174801
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.14;0.29
2.0;0.23;0.66
3.0;0.41;1.21
4.0;0.5;1.86
5.0;0.76;2.76
6.0;0.88;3.79
7.0;1.19;5.11
8.0;1.35;6.61
9.0;1.64;8.39
10.0;1.75;10.29
11.0;2.01;12.44
12.0;2.14;14.72
13.0;2.41;17.28
14.0;2.55;19.97
15.0;2.79;22.9
16.0;2.89;25.93
17.0;3.03;29.1
18.0;3.08;32.32
19.0;3.18;35.65
20.0;3.22;39.01
21.0;3.28;42.44
22.0;3.3;45.88
23.0;3.35;49.37
24.0;3.37;52.88
25.0;3.41;56.43
26.0;3.43;60.0
27.0;3.45;63.6
28.0;3.47;67.21
29.0;3.49;70.84
30.0;3.5;74.49
31.0;3.51;78.15
