GRAND_ID: 1833
DAM_NAME: -84.090625
LONG: -84.090625
LAT: 34.955905
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.18;0.32
2.0;0.25;0.71
3.0;0.47;1.32
4.0;0.58;2.04
5.0;0.94;3.13
6.0;1.09;4.35
7.0;1.56;6.06
8.0;1.83;8.02
9.0;2.59;10.76
10.0;2.92;13.82
11.0;3.65;17.61
12.0;3.93;21.67
13.0;4.65;26.47
14.0;4.88;31.48
15.0;5.6;37.23
16.0;5.87;43.24
17.0;6.68;50.06
18.0;7.01;57.21
19.0;7.73;65.08
20.0;7.99;73.21
21.0;8.72;82.07
22.0;8.97;91.18
23.0;9.63;100.94
24.0;9.84;110.92
25.0;10.47;121.53
26.0;10.69;132.36
27.0;11.2;143.7
28.0;11.37;155.21
29.0;11.72;167.07
30.0;11.82;179.03
31.0;12.06;191.23
32.0;12.13;203.51
