GRAND_ID: 155
DAM_NAME: -120.538742
LONG: -120.538742
LAT: 39.419618
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.03;0.14
2.0;0.05;0.3
3.0;0.09;0.5
4.0;0.12;0.72
5.0;0.14;0.97
6.0;0.16;1.24
7.0;0.2;1.55
8.0;0.23;1.88
9.0;0.26;2.25
10.0;0.28;2.64
11.0;0.32;3.07
12.0;0.36;3.54
13.0;0.4;4.05
14.0;0.43;4.59
15.0;0.47;5.17
16.0;0.51;5.78
17.0;0.55;6.44
18.0;0.57;7.12
19.0;0.62;7.85
20.0;0.68;8.64
21.0;0.74;9.49
22.0;0.78;10.38
23.0;0.83;11.32
24.0;0.87;12.29
25.0;0.92;13.32
26.0;0.96;14.39
27.0;1.01;15.51
28.0;1.04;16.66
29.0;1.1;17.86
30.0;1.13;19.11
31.0;1.19;20.4
32.0;1.23;21.75
33.0;1.28;23.13
