GRAND_ID: 1848
DAM_NAME: -89.792634
LONG: -89.792634
LAT: 34.407344
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.68;1.34
2.0;3.58;5.58
3.0;8.27;14.51
4.0;10.74;25.91
5.0;13.34;39.91
6.0;15.5;56.06
7.0;17.52;74.24
8.0;19.07;93.97
9.0;21.31;115.94
10.0;23.35;139.96
11.0;27.6;168.22
12.0;31.29;200.17
13.0;36.18;237.01
14.0;42.42;280.09
15.0;60.61;341.36
16.0;74.14;416.16
17.0;93.2;510.02
18.0;104.39;615.08
19.0;114.07;729.81
20.0;120.54;851.0
21.0;126.15;977.81
22.0;130.54;1109.01
23.0;135.34;1245.01
24.0;138.82;1384.5
25.0;142.56;1527.72
26.0;145.54;1673.92
27.0;148.52;1823.1
28.0;150.37;1974.13
29.0;152.38;2127.17
30.0;153.47;2281.3
31.0;154.67;2436.63
32.0;155.39;2592.68
