GRAND_ID: 4034
DAM_NAME: 29.206634
LONG: 29.206634
LAT: 38.161181
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.03;0.13
2.0;0.08;0.32
3.0;0.11;0.53
4.0;0.18;0.81
5.0;0.22;1.13
6.0;0.32;1.55
7.0;0.41;2.06
8.0;0.54;2.7
9.0;0.6;3.41
10.0;0.84;4.34
11.0;0.94;5.38
12.0;1.31;6.79
13.0;1.47;8.36
14.0;1.69;10.16
15.0;1.8;12.06
16.0;2.11;14.27
17.0;2.2;16.58
18.0;2.47;19.15
19.0;2.66;21.91
20.0;2.99;25.0
21.0;3.16;28.27
22.0;3.51;31.87
23.0;3.76;35.73
24.0;4.3;40.13
25.0;4.57;44.8
26.0;5.14;50.04
27.0;5.34;55.48
28.0;5.82;61.4
29.0;6.18;67.68
30.0;6.7;74.47
31.0;7.04;81.61
32.0;7.72;89.44
33.0;8.03;97.57
34.0;8.7;106.37
35.0;8.98;115.45
36.0;9.61;125.16
37.0;9.95;135.22
38.0;10.67;145.99
39.0;10.96;157.06
40.0;11.63;168.79
41.0;11.98;180.87
42.0;12.67;193.64
43.0;12.96;206.7
44.0;13.65;220.45
45.0;13.98;234.53
46.0;14.6;249.23
47.0;14.86;264.19
48.0;15.42;279.71
49.0;15.71;295.52
50.0;16.26;311.89
51.0;16.58;328.56
52.0;17.07;345.73
53.0;17.34;363.17
54.0;17.89;381.16
55.0;18.15;399.42
56.0;18.63;418.15
57.0;18.91;437.16
58.0;19.36;456.62
59.0;19.58;476.31
60.0;20.01;496.42
61.0;20.16;516.68
62.0;20.55;537.33
63.0;20.7;558.13
64.0;21.02;579.25
65.0;21.13;600.48
66.0;21.38;621.96
67.0;21.5;643.56
68.0;21.68;665.34
69.0;21.76;687.2
70.0;21.93;709.23
71.0;22.0;731.33
72.0;22.15;753.58
73.0;22.19;775.87
74.0;22.28;798.24
