GRAND_ID: 6895
DAM_NAME: -51.326499
LONG: -51.326499
LAT: -27.602882
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.03;0.15
2.0;0.06;0.32
3.0;0.08;0.51
4.0;0.08;0.7
5.0;0.08;0.89
6.0;0.1;1.11
7.0;0.13;1.35
8.0;0.21;1.67
9.0;0.21;1.99
10.0;0.24;2.34
11.0;0.24;2.7
12.0;0.26;3.07
13.0;0.26;3.44
14.0;0.29;3.84
15.0;0.32;4.28
16.0;0.34;4.74
17.0;0.36;5.21
18.0;0.39;5.71
19.0;0.41;6.23
20.0;0.43;6.77
21.0;0.45;7.34
22.0;0.49;7.94
23.0;0.51;8.56
24.0;0.55;9.23
25.0;0.6;9.94
26.0;0.63;10.68
27.0;0.63;11.43
28.0;0.64;12.18
29.0;0.67;12.96
30.0;0.71;13.79
31.0;0.71;14.62
32.0;0.75;15.49
33.0;0.76;16.36
34.0;0.78;17.26
35.0;0.8;18.17
36.0;0.83;19.11
37.0;0.84;20.07
38.0;0.86;21.03
39.0;0.9;22.05
40.0;0.93;23.09
41.0;0.93;24.13
42.0;0.97;25.21
43.0;0.97;26.3
44.0;0.97;27.39
45.0;1.04;28.54
46.0;1.06;29.72
47.0;1.06;30.89
48.0;1.14;32.14
49.0;1.18;33.43
50.0;1.21;34.75
51.0;1.23;36.1
52.0;1.26;37.47
53.0;1.3;38.88
54.0;1.32;40.31
55.0;1.33;41.76
56.0;1.33;43.2
57.0;1.38;44.69
58.0;1.4;46.21
59.0;1.42;47.74
60.0;1.53;49.38
61.0;1.54;51.04
62.0;1.54;52.69
63.0;1.55;54.35
64.0;1.61;56.07
65.0;1.61;57.79
66.0;1.68;59.58
67.0;1.71;61.41
68.0;1.83;63.35
69.0;1.84;65.3
70.0;1.85;67.27
71.0;1.86;69.25
72.0;1.89;71.25
73.0;1.93;73.29
74.0;1.98;75.39
75.0;2.02;77.52
76.0;2.04;79.67
77.0;2.09;81.87
78.0;2.1;84.09
79.0;2.16;86.36
80.0;2.2;88.67
81.0;2.21;91.0
82.0;2.28;93.39
83.0;2.32;95.83
84.0;2.35;98.29
85.0;2.37;100.77
86.0;2.39;103.28
87.0;2.41;105.8
88.0;2.51;108.42
89.0;2.51;111.04
90.0;2.54;113.69
91.0;2.59;116.39
92.0;2.67;119.17
93.0;2.71;122.0
94.0;2.79;124.9
95.0;2.79;127.8
96.0;2.84;130.75
97.0;2.87;133.74
98.0;2.92;136.77
99.0;2.94;139.82
100.0;3.06;143.0
101.0;3.18;146.29
102.0;3.35;149.75
103.0;3.37;153.24
104.0;3.63;156.98
105.0;3.81;160.9
106.0;4.11;165.13
107.0;4.32;169.56
108.0;4.62;174.29
109.0;4.72;179.13
110.0;5.05;184.29
111.0;5.28;189.68
112.0;5.45;195.24
113.0;5.65;201.01
114.0;6.0;207.12
115.0;6.3;213.54
116.0;6.83;220.48
117.0;7.08;227.68
118.0;7.91;235.7
119.0;8.15;243.97
120.0;9.15;253.24
121.0;9.86;263.21
122.0;11.67;274.99
123.0;12.34;287.45
124.0;14.3;301.86
125.0;15.35;317.32
126.0;17.75;335.18
127.0;18.7;354.0
128.0;20.96;375.07
129.0;22.25;397.43
130.0;24.34;421.88
131.0;25.43;447.42
132.0;27.92;475.45
133.0;28.72;504.29
134.0;31.83;536.23
135.0;33.04;569.39
136.0;35.94;605.44
137.0;37.01;642.56
138.0;40.01;682.68
139.0;41.42;724.22
140.0;44.08;768.41
141.0;45.07;813.59
142.0;47.42;861.12
143.0;48.8;910.04
144.0;50.95;961.1
145.0;51.93;1013.15
146.0;53.76;1067.02
147.0;54.57;1121.7
148.0;56.3;1178.11
149.0;56.85;1235.08
150.0;58.48;1293.67
151.0;59.19;1352.97
152.0;60.81;1413.89
153.0;61.9;1475.9
154.0;63.77;1539.79
155.0;64.88;1604.78
156.0;66.67;1671.57
157.0;67.97;1739.65
158.0;69.93;1809.69
159.0;71.21;1881.01
160.0;73.32;1954.44
161.0;74.71;2029.26
162.0;77.44;2106.82
163.0;78.44;2185.37
164.0;81.41;2266.9
165.0;82.65;2349.66
166.0;85.01;2434.78
167.0;86.27;2521.17
168.0;88.56;2609.85
169.0;89.63;2699.59
170.0;92.16;2791.86
171.0;93.4;2885.38
172.0;95.7;2981.19
173.0;96.82;3078.13
174.0;99.06;3177.3
175.0;100.24;3277.65
176.0;102.59;3380.35
177.0;103.43;3483.9
178.0;105.53;3589.55
179.0;106.37;3696.03
180.0;108.17;3804.32
181.0;108.97;3913.4
182.0;110.73;4024.25
183.0;111.4;4135.77
184.0;113.34;4249.22
185.0;114.21;4363.55
186.0;115.91;4479.58
187.0;116.58;4596.27
188.0;118.2;4714.58
189.0;118.5;4833.2
190.0;119.94;4953.26
191.0;120.43;5073.8
192.0;121.71;5195.63
193.0;122.28;5318.02
194.0;123.58;5441.71
195.0;123.92;5565.75
196.0;125.13;5690.99
197.0;125.44;5816.55
