GRAND_ID: 4502
DAM_NAME: 36.884786
LONG: 36.884786
LAT: -7.636177
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.05;0.19
2.0;0.11;0.44
3.0;0.19;0.76
4.0;0.22;1.12
5.0;0.29;1.56
6.0;0.33;2.03
7.0;0.4;2.56
8.0;0.42;3.13
9.0;0.51;3.77
10.0;0.54;4.45
11.0;0.61;5.2
12.0;0.68;6.02
13.0;0.79;6.95
14.0;0.86;7.95
15.0;0.96;9.05
16.0;1.07;10.26
17.0;1.27;11.66
18.0;1.51;13.31
19.0;1.74;15.19
20.0;1.85;17.18
21.0;2.1;19.41
22.0;2.24;21.79
23.0;2.55;24.48
24.0;2.76;27.39
25.0;3.2;30.72
26.0;3.36;34.22
27.0;3.71;38.06
28.0;4.07;42.26
29.0;4.45;46.85
30.0;4.6;51.58
31.0;5.06;56.78
32.0;5.24;62.16
33.0;5.59;67.89
34.0;5.8;73.82
35.0;6.08;80.04
36.0;6.23;86.4
37.0;6.51;93.05
38.0;6.69;99.87
39.0;6.99;107.0
40.0;7.14;114.28
41.0;7.36;121.77
42.0;7.45;129.36
43.0;7.61;137.1
44.0;7.7;144.94
45.0;7.85;152.93
46.0;7.9;160.97
47.0;8.06;169.17
48.0;8.1;177.41
49.0;8.18;185.73
50.0;8.23;194.09
51.0;8.29;202.52
52.0;8.31;210.97
