GRAND_ID: 5479
DAM_NAME: 108.750505
LONG: 108.750505
LAT: 29.652382
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.1;0.22
2.0;0.13;0.47
3.0;0.2;0.78
4.0;0.27;1.17
5.0;0.35;1.63
6.0;0.4;2.15
7.0;0.51;2.78
8.0;0.59;3.48
9.0;0.67;4.27
10.0;0.76;5.14
11.0;0.98;6.24
12.0;1.08;7.44
13.0;1.26;8.82
14.0;1.32;10.25
15.0;1.53;11.9
16.0;1.6;13.61
17.0;1.75;15.47
18.0;1.82;17.41
19.0;1.94;19.47
20.0;2.0;21.58
21.0;2.1;23.8
22.0;2.15;26.06
23.0;2.26;28.44
24.0;2.28;30.83
25.0;2.37;33.32
26.0;2.43;35.86
27.0;2.5;38.47
28.0;2.54;41.13
