GRAND_ID: 4342
DAM_NAME: 18.95198
LONG: 18.95198
LAT: -34.192802
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.0;0.11
2.0;0.01;0.23
3.0;0.01;0.35
4.0;0.02;0.47
5.0;0.02;0.59
6.0;0.03;0.73
7.0;0.03;0.87
8.0;0.04;1.01
9.0;0.04;1.16
10.0;0.05;1.32
11.0;0.06;1.48
12.0;0.06;1.65
13.0;0.06;1.82
14.0;0.07;2.0
15.0;0.07;2.17
16.0;0.08;2.36
17.0;0.09;2.56
18.0;0.11;2.77
19.0;0.11;2.99
20.0;0.12;3.22
21.0;0.13;3.45
22.0;0.13;3.69
23.0;0.14;3.93
24.0;0.15;4.19
25.0;0.16;4.45
26.0;0.17;4.72
27.0;0.17;5.0
28.0;0.18;5.29
29.0;0.19;5.59
30.0;0.2;5.9
31.0;0.21;6.21
32.0;0.24;6.56
33.0;0.26;6.92
34.0;0.28;7.31
35.0;0.3;7.71
36.0;0.33;8.14
37.0;0.34;8.59
38.0;0.37;9.06
39.0;0.38;9.55
40.0;0.4;10.05
41.0;0.4;10.56
42.0;0.42;11.08
43.0;0.43;11.62
44.0;0.45;12.17
45.0;0.45;12.73
46.0;0.46;13.29
47.0;0.47;13.87
48.0;0.48;14.46
49.0;0.49;15.05
50.0;0.5;15.66
51.0;0.51;16.27
52.0;0.52;16.9
53.0;0.53;17.53
54.0;0.53;18.17
55.0;0.54;18.81
56.0;0.55;19.46
57.0;0.55;20.12
58.0;0.56;20.78
59.0;0.56;21.45
60.0;0.57;22.12
61.0;0.57;22.79
62.0;0.58;23.47
63.0;0.58;24.16
64.0;0.58;24.84
65.0;0.58;25.53
66.0;0.58;26.22
67.0;0.59;26.91
68.0;0.59;27.61
69.0;0.59;28.3
70.0;0.6;29.0
71.0;0.6;29.71
72.0;0.6;30.41
73.0;0.6;31.12
74.0;0.6;31.83
75.0;0.6;32.54
76.0;0.61;33.25
77.0;0.61;33.97
78.0;0.62;34.69
79.0;0.62;35.42
80.0;0.62;36.15
81.0;0.62;36.88
82.0;0.63;37.61
83.0;0.63;38.34
84.0;0.63;39.07
85.0;0.63;39.81
86.0;0.63;40.54
87.0;0.63;41.27
88.0;0.63;42.01
89.0;0.63;42.74
90.0;0.63;43.48
91.0;0.63;44.22
92.0;0.63;44.95
93.0;0.63;45.69
94.0;0.63;46.43
95.0;0.63;47.17
96.0;0.63;47.91
97.0;0.63;48.65
98.0;0.63;49.39
99.0;0.64;50.13
100.0;0.64;50.88
101.0;0.64;51.62
102.0;0.64;52.37
103.0;0.64;53.12
104.0;0.64;53.86
105.0;0.65;54.62
106.0;0.65;55.37
107.0;0.65;56.12
