GRAND_ID: 6605
DAM_NAME: 148.952308
LONG: 148.952308
LAT: -33.973066
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.16;0.3
2.0;0.52;0.96
3.0;0.7;1.79
4.0;0.98;2.91
5.0;1.14;4.18
6.0;1.53;5.85
7.0;1.7;7.69
8.0;2.11;9.93
9.0;2.42;12.49
10.0;3.44;16.07
11.0;3.96;20.17
12.0;5.32;25.62
13.0;5.84;31.6
14.0;6.87;38.61
15.0;7.47;46.22
16.0;8.63;54.98
17.0;9.18;64.3
18.0;10.13;74.56
19.0;10.59;85.29
20.0;11.84;97.26
21.0;12.47;109.87
22.0;13.98;123.98
23.0;14.54;138.67
24.0;16.1;154.9
25.0;16.76;171.8
26.0;18.28;190.21
27.0;18.89;209.24
28.0;20.19;229.56
29.0;20.79;250.49
30.0;22.04;272.67
31.0;22.62;295.42
32.0;23.87;319.43
33.0;24.55;344.12
34.0;26.42;370.68
35.0;27.07;397.89
36.0;28.65;426.68
37.0;29.46;456.27
38.0;31.62;488.03
39.0;32.41;520.58
40.0;34.99;555.71
41.0;36.03;591.87
42.0;38.61;630.62
43.0;39.9;670.66
44.0;42.56;713.35
45.0;43.96;757.44
46.0;46.36;803.94
47.0;47.35;851.43
48.0;50.21;901.78
49.0;51.35;953.27
50.0;53.69;1007.1
51.0;54.88;1062.11
52.0;57.06;1119.31
53.0;57.94;1177.39
54.0;59.83;1237.36
55.0;60.45;1297.94
56.0;61.84;1359.92
57.0;62.64;1422.69
58.0;63.87;1486.7
59.0;64.4;1551.24
60.0;65.12;1616.49
61.0;65.38;1682.01
62.0;66.0;1748.14
