GRAND_ID: 4159
DAM_NAME: 27.851129
LONG: 27.851129
LAT: -25.728437
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.21;0.37
2.0;0.54;1.07
3.0;1.13;2.36
4.0;1.84;4.36
5.0;2.51;7.02
6.0;3.17;10.35
7.0;4.19;14.7
8.0;5.56;20.41
9.0;6.66;27.23
10.0;7.43;34.81
11.0;8.62;43.59
12.0;9.56;53.31
13.0;10.66;64.13
14.0;11.69;75.98
15.0;12.83;88.97
16.0;13.81;102.94
17.0;14.91;118.0
18.0;15.87;134.03
19.0;17.09;151.27
20.0;18.08;169.51
21.0;19.01;188.68
22.0;19.49;208.33
