GRAND_ID: 1626
DAM_NAME: -82.878519
LONG: -82.878519
LAT: 40.111362
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.04;0.17
2.0;0.16;0.45
3.0;0.23;0.81
4.0;0.49;1.42
5.0;0.59;2.14
6.0;0.76;3.04
7.0;0.87;4.03
8.0;1.04;5.19
9.0;1.15;6.47
10.0;1.39;7.99
11.0;1.58;9.7
12.0;1.89;11.72
13.0;2.03;13.88
14.0;2.83;16.84
15.0;3.23;20.2
16.0;4.15;24.48
17.0;4.66;29.27
18.0;7.79;37.19
19.0;9.44;46.76
20.0;11.15;58.03
21.0;11.76;69.92
22.0;12.5;82.55
23.0;12.74;95.41
