GRAND_ID: 4292
DAM_NAME: 19.215208
LONG: 19.215208
LAT: -32.956011
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.0;0.12
2.0;0.01;0.24
3.0;0.02;0.37
4.0;0.02;0.5
5.0;0.03;0.64
6.0;0.04;0.79
7.0;0.04;0.95
8.0;0.05;1.11
9.0;0.06;1.28
10.0;0.07;1.46
11.0;0.07;1.65
12.0;0.08;1.84
13.0;0.08;2.03
14.0;0.09;2.23
15.0;0.1;2.44
16.0;0.1;2.66
17.0;0.1;2.87
18.0;0.11;3.09
19.0;0.11;3.32
20.0;0.12;3.54
21.0;0.12;3.77
22.0;0.12;4.01
23.0;0.13;4.25
24.0;0.13;4.49
25.0;0.13;4.74
26.0;0.14;4.99
27.0;0.14;5.24
28.0;0.14;5.49
29.0;0.14;5.75
30.0;0.15;6.01
31.0;0.15;6.27
32.0;0.15;6.53
33.0;0.15;6.79
34.0;0.15;7.06
35.0;0.15;7.32
36.0;0.15;7.59
37.0;0.16;7.85
38.0;0.16;8.13
39.0;0.16;8.4
40.0;0.16;8.68
41.0;0.16;8.95
42.0;0.16;9.23
43.0;0.17;9.51
44.0;0.17;9.79
45.0;0.17;10.07
46.0;0.17;10.35
47.0;0.17;10.63
48.0;0.17;10.91
49.0;0.17;11.2
50.0;0.18;11.49
51.0;0.18;11.77
52.0;0.18;12.06
