GRAND_ID: 524
DAM_NAME: -119.90502
LONG: -119.90502
LAT: 39.173654
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.0;0.11
2.0;0.03;0.24
3.0;0.03;0.38
4.0;0.05;0.53
5.0;0.05;0.68
6.0;0.08;0.87
7.0;0.08;1.06
8.0;0.11;1.27
9.0;0.11;1.49
10.0;0.16;1.75
11.0;0.16;2.02
12.0;0.19;2.32
13.0;0.19;2.61
14.0;0.25;2.97
15.0;0.25;3.33
16.0;0.31;3.74
17.0;0.31;4.16
18.0;0.37;4.63
19.0;0.37;5.11
20.0;0.42;5.64
21.0;0.42;6.17
22.0;0.48;6.75
23.0;0.48;7.34
24.0;0.52;7.97
25.0;0.52;8.6
26.0;0.57;9.27
27.0;0.57;9.95
28.0;0.61;10.66
29.0;0.61;11.38
30.0;0.66;12.14
31.0;0.66;12.91
32.0;0.7;13.71
33.0;0.7;14.51
34.0;0.74;15.36
35.0;0.74;16.2
36.0;0.76;17.07
37.0;0.76;17.94
38.0;0.8;18.84
39.0;0.8;19.74
40.0;0.84;20.69
41.0;0.84;21.64
42.0;0.88;22.63
43.0;0.88;23.62
44.0;0.93;24.65
45.0;0.93;25.68
46.0;0.97;26.76
47.0;0.97;27.84
48.0;1.03;28.98
49.0;1.03;30.11
50.0;1.09;31.31
51.0;1.09;32.5
52.0;1.14;33.75
53.0;1.14;35.0
54.0;1.21;36.31
55.0;1.21;37.62
56.0;1.24;38.97
57.0;1.24;40.31
58.0;1.29;41.71
59.0;1.29;43.1
60.0;1.32;44.52
61.0;1.32;45.95
62.0;1.35;47.41
63.0;1.35;48.86
64.0;1.38;50.34
65.0;1.38;51.82
66.0;1.4;53.33
67.0;1.4;54.84
68.0;1.42;56.37
69.0;1.42;57.9
70.0;1.45;59.45
71.0;1.45;61.0
72.0;1.47;62.57
73.0;1.47;64.15
74.0;1.48;65.73
75.0;1.48;67.32
