GRAND_ID: 6912
DAM_NAME: -40.202603
LONG: -40.202603
LAT: -17.895185
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.16;0.3
2.0;0.31;0.77
3.0;0.49;1.41
4.0;0.67;2.22
5.0;0.84;3.2
6.0;1.01;4.36
7.0;1.18;5.69
8.0;1.32;7.16
9.0;1.45;8.76
10.0;1.58;10.49
11.0;1.75;12.39
12.0;1.9;14.43
13.0;2.04;16.62
14.0;2.19;18.95
15.0;2.34;21.44
16.0;2.5;24.09
17.0;2.73;26.96
18.0;2.9;30.01
19.0;3.14;33.3
20.0;3.41;36.86
21.0;4.02;41.03
22.0;4.55;45.73
23.0;5.06;50.93
24.0;5.46;56.55
25.0;5.91;62.6
26.0;6.31;69.06
27.0;6.7;75.91
28.0;7.01;83.06
29.0;7.38;90.59
30.0;7.7;98.43
31.0;8.03;106.61
32.0;8.33;115.09
33.0;8.64;123.88
34.0;8.91;132.94
35.0;9.17;142.26
36.0;9.42;151.83
37.0;9.64;161.61
38.0;9.83;171.59
39.0;10.0;181.75
40.0;10.15;192.04
