GRAND_ID: 5111
DAM_NAME: 102.782236
LONG: 102.782236
LAT: 25.139998
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.08;0.2
2.0;0.19;0.51
3.0;0.31;0.95
4.0;0.44;1.52
5.0;0.53;2.17
6.0;0.64;2.94
7.0;0.74;3.81
8.0;0.91;4.84
9.0;1.03;6.0
10.0;1.15;7.27
11.0;1.26;8.66
12.0;1.39;10.17
13.0;1.56;11.86
14.0;1.8;13.79
15.0;1.95;15.87
16.0;2.15;18.15
17.0;2.32;20.59
18.0;2.57;23.28
19.0;2.81;26.22
20.0;3.14;29.48
21.0;3.5;33.11
22.0;3.97;37.2
23.0;4.34;41.66
24.0;4.8;46.59
