GRAND_ID: 6813
DAM_NAME: 169.323766
LONG: 169.323766
LAT: -45.475525
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.02;0.15
2.0;0.05;0.34
3.0;0.07;0.55
4.0;0.11;0.79
5.0;0.12;1.05
6.0;0.17;1.35
7.0;0.2;1.69
8.0;0.26;2.08
9.0;0.29;2.51
10.0;0.34;2.98
11.0;0.39;3.51
12.0;0.47;4.12
13.0;0.54;4.8
14.0;0.62;5.55
15.0;0.65;6.34
16.0;0.73;7.21
17.0;0.81;8.15
18.0;0.92;9.21
19.0;0.99;10.34
20.0;1.12;11.6
21.0;1.21;12.94
22.0;1.38;14.46
23.0;1.47;16.06
24.0;1.63;17.83
25.0;1.79;19.75
26.0;1.99;21.88
27.0;2.21;24.23
28.0;2.43;26.79
29.0;2.51;29.44
30.0;2.77;32.35
31.0;2.9;35.38
32.0;3.15;38.66
33.0;3.25;42.05
34.0;3.43;45.62
35.0;3.56;49.31
36.0;3.7;53.15
37.0;3.77;57.05
38.0;3.92;61.11
39.0;4.02;65.26
40.0;4.16;69.56
41.0;4.22;73.91
42.0;4.39;78.43
43.0;4.44;83.01
44.0;4.54;87.69
45.0;4.59;92.42
46.0;4.7;97.26
47.0;4.78;102.17
48.0;4.88;107.19
49.0;4.94;112.26
50.0;5.04;117.43
51.0;5.07;122.64
52.0;5.13;127.9
53.0;5.17;133.2
54.0;5.22;138.56
55.0;5.26;143.95
56.0;5.32;149.41
