GRAND_ID: 5255
DAM_NAME: 111.562075
LONG: 111.562075
LAT: 35.637217
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.09;0.23
2.0;0.14;0.51
3.0;0.23;0.88
4.0;0.29;1.31
5.0;0.4;1.85
6.0;0.45;2.44
7.0;0.54;3.11
8.0;0.59;3.84
9.0;0.68;4.66
10.0;0.73;5.53
11.0;0.84;6.51
12.0;0.89;7.53
13.0;1.08;8.74
14.0;1.17;10.05
15.0;1.35;11.54
16.0;1.46;13.14
17.0;1.65;14.93
18.0;1.76;16.83
19.0;1.98;18.95
20.0;2.11;21.19
21.0;2.41;23.74
22.0;2.56;26.44
23.0;2.85;29.43
24.0;3.03;32.6
25.0;3.33;36.06
26.0;3.47;39.67
27.0;3.73;43.54
28.0;3.89;47.57
29.0;4.15;51.86
30.0;4.32;56.32
31.0;4.91;61.37
