GRAND_ID: 3679
DAM_NAME: 14.215513
LONG: 14.215513
LAT: -17.388363
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.07;0.3
2.0;0.55;1.08
3.0;0.83;2.13
4.0;20.25;22.62
5.0;21.16;44.0
6.0;21.51;65.74
7.0;21.55;87.52
8.0;21.75;109.49
9.0;21.82;131.54
10.0;21.99;153.76
11.0;22.04;176.03
12.0;22.25;198.51
13.0;22.31;221.05
14.0;22.48;243.76
15.0;22.55;266.53
16.0;22.76;289.52
17.0;22.83;312.58
18.0;23.02;335.83
19.0;23.11;359.17
20.0;23.33;382.73
21.0;23.4;406.36
22.0;23.49;430.08
23.0;23.55;453.86
24.0;23.76;477.85
25.0;23.79;501.87
26.0;23.95;526.04
27.0;24.08;550.35
28.0;24.29;574.86
29.0;24.35;599.44
30.0;24.62;624.29
31.0;24.74;649.26
32.0;24.98;674.47
33.0;25.05;699.74
34.0;25.24;725.21
35.0;25.29;750.72
36.0;25.59;776.54
37.0;25.61;802.38
38.0;25.93;828.54
39.0;26.14;854.9
40.0;26.42;881.55
41.0;26.61;908.39
42.0;26.83;935.45
43.0;26.96;962.64
44.0;27.27;990.14
45.0;27.41;1017.77
46.0;27.66;1045.66
47.0;27.77;1073.66
48.0;28.09;1101.97
49.0;28.17;1130.37
50.0;28.46;1159.06
51.0;28.65;1187.93
52.0;28.93;1217.09
53.0;29.07;1246.39
54.0;29.42;1276.04
55.0;29.52;1305.78
56.0;29.81;1335.81
57.0;29.86;1365.89
58.0;30.15;1396.28
59.0;30.2;1426.7
60.0;30.51;1457.44
61.0;30.58;1488.25
62.0;30.88;1519.36
63.0;31.02;1550.61
64.0;31.27;1582.1
65.0;31.4;1613.73
66.0;31.61;1645.56
67.0;31.78;1677.57
68.0;32.09;1709.89
69.0;32.16;1742.27
70.0;32.48;1774.98
71.0;32.59;1807.8
72.0;32.89;1840.91
73.0;33.07;1874.21
74.0;33.29;1907.73
75.0;33.48;1941.43
76.0;33.74;1975.4
77.0;33.89;2009.51
78.0;34.18;2043.93
79.0;34.33;2078.49
80.0;34.61;2113.32
81.0;34.74;2148.29
82.0;35.03;2183.55
83.0;35.2;2218.98
84.0;35.41;2254.62
85.0;35.58;2290.42
86.0;35.78;2326.43
87.0;35.95;2362.61
88.0;36.16;2398.99
89.0;36.3;2435.52
90.0;36.56;2472.31
91.0;36.67;2509.21
92.0;36.82;2546.26
93.0;36.92;2583.41
94.0;37.19;2620.83
95.0;37.26;2658.31
96.0;37.48;2696.02
97.0;37.57;2733.82
98.0;37.79;2771.83
99.0;37.84;2809.9
100.0;38.03;2848.15
101.0;38.11;2886.48
102.0;38.38;2925.09
103.0;38.42;2963.74
104.0;38.54;3002.51
105.0;38.61;3041.34
106.0;38.79;3080.36
107.0;38.91;3119.49
108.0;39.1;3158.81
109.0;39.13;3198.17
110.0;39.33;3237.73
111.0;39.41;3277.37
112.0;39.66;3317.26
113.0;39.74;3357.23
114.0;40.03;3397.48
115.0;40.1;3437.81
116.0;40.33;3478.36
117.0;40.48;3519.07
118.0;40.79;3560.09
119.0;41.01;3601.33
120.0;41.32;3642.88
121.0;41.56;3684.66
122.0;41.99;3726.88
123.0;42.24;3769.35
124.0;42.56;3812.14
125.0;42.87;3855.24
126.0;43.09;3898.56
127.0;43.28;3942.07
128.0;43.56;3985.86
129.0;43.72;4029.81
130.0;44.01;4074.05
131.0;44.23;4118.5
132.0;44.55;4163.28
133.0;44.84;4208.35
134.0;45.21;4253.79
135.0;45.73;4299.74
136.0;46.08;4346.05
137.0;46.59;4392.87
138.0;47.03;4440.13
139.0;47.43;4487.79
140.0;47.81;4535.82
141.0;48.05;4584.1
142.0;48.55;4632.88
143.0;48.98;4682.08
144.0;49.32;4731.63
145.0;49.58;4781.44
146.0;49.93;4831.6
147.0;50.14;4881.97
148.0;50.45;4932.65
149.0;50.71;4983.58
150.0;50.99;5034.79
151.0;51.15;5086.17
152.0;51.35;5137.75
153.0;51.52;5189.49
154.0;51.85;5241.57
155.0;52.04;5293.84
156.0;52.18;5346.25
157.0;52.5;5398.98
158.0;52.71;5451.92
159.0;52.89;5505.04
160.0;53.07;5558.33
161.0;53.32;5611.88
162.0;53.58;5665.69
163.0;53.74;5719.66
164.0;54.12;5774.01
165.0;54.43;5828.67
166.0;54.87;5883.77
167.0;57.04;5941.04
168.0;60.1;6001.37
169.0;63.76;6065.36
170.0;70.79;6136.37
171.0;82.59;6219.19
