GRAND_ID: 4289
DAM_NAME: Maden
LONG: 27.29875
LAT: -32.735417
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
0.5;0.0;0.0
1.0;0.0;0.0
1.5;0.0;0.0
2.0;0.01;0.0
2.5;0.01;0.0
3.0;0.03;0.01
3.5;0.03;0.01
4.0;0.07;0.02
4.5;0.07;0.02
5.0;0.08;0.03
5.5;0.08;0.04
6.0;0.08;0.05
6.5;0.08;0.06
7.0;0.08;0.06
7.5;0.08;0.07
8.0;0.08;0.08
8.5;0.08;0.09
