GRAND_ID: 2346
DAM_NAME: -70.753766
LONG: -70.753766
LAT: -40.586279
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.0;0.1
2.0;0.07;0.28
3.0;0.12;0.5
4.0;0.21;0.81
5.0;0.28;1.2
6.0;0.42;1.73
7.0;0.6;2.43
8.0;0.76;3.29
9.0;0.94;4.34
10.0;1.13;5.58
11.0;1.24;6.93
12.0;1.43;8.46
13.0;1.6;10.16
14.0;1.8;12.07
15.0;1.94;14.11
16.0;2.14;16.36
17.0;2.28;18.74
18.0;2.52;21.37
19.0;2.68;24.15
20.0;3.24;27.49
21.0;4.0;31.59
22.0;5.51;37.21
23.0;6.34;43.66
24.0;8.74;52.51
25.0;10.26;62.87
26.0;12.93;75.9
27.0;13.99;90.0
28.0;16.01;106.12
29.0;16.97;123.19
30.0;19.28;142.58
31.0;20.62;163.31
32.0;24.03;187.45
33.0;25.74;213.29
34.0;28.98;242.37
35.0;30.63;273.11
36.0;33.79;307.0
37.0;35.13;342.23
38.0;38.15;380.48
39.0;39.52;420.11
40.0;41.77;461.98
41.0;42.98;505.07
42.0;46.25;551.42
43.0;47.58;599.1
44.0;49.25;648.46
45.0;50.14;698.7
46.0;51.91;750.72
47.0;52.69;803.51
48.0;54.11;857.73
49.0;54.91;912.74
50.0;56.44;969.28
51.0;57.09;1026.48
52.0;58.55;1085.13
53.0;59.0;1144.24
54.0;60.47;1204.82
55.0;61.22;1266.14
56.0;62.65;1328.89
57.0;63.13;1392.12
58.0;64.32;1456.55
59.0;64.87;1521.52
60.0;66.15;1587.77
61.0;66.74;1654.62
62.0;67.89;1722.62
63.0;68.41;1791.13
64.0;69.5;1860.73
65.0;70.03;1930.87
66.0;71.11;2002.08
67.0;71.55;2073.74
68.0;72.5;2146.34
69.0;72.95;2219.4
70.0;73.9;2293.41
71.0;74.24;2367.75
72.0;75.1;2442.95
73.0;75.36;2518.42
74.0;76.01;2594.53
75.0;76.34;2670.98
76.0;76.92;2748.01
77.0;77.18;2825.29
78.0;77.72;2903.11
79.0;77.95;2981.17
80.0;78.4;3059.68
81.0;78.6;3138.38
82.0;78.98;3217.47
83.0;79.12;3296.69
84.0;79.36;3376.16
85.0;79.53;3455.79
86.0;79.75;3535.64
87.0;79.89;3615.64
88.0;80.14;3695.89
89.0;80.2;3776.19
90.0;80.34;3856.64
91.0;80.42;3937.16
92.0;80.54;4017.81
93.0;80.61;4098.53
94.0;80.73;4179.36
