GRAND_ID: 140
DAM_NAME: -121.201337
LONG: -121.201337
LAT: 39.897279
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.08;0.18
2.0;0.21;0.5
3.0;0.51;1.11
4.0;0.76;1.98
5.0;1.25;3.33
6.0;1.64;5.07
7.0;2.05;7.22
8.0;2.35;9.68
9.0;2.8;12.58
10.0;3.14;15.83
11.0;3.53;19.46
12.0;3.74;23.3
13.0;4.05;27.46
14.0;4.25;31.81
15.0;4.49;36.4
16.0;4.65;41.16
17.0;4.86;46.13
18.0;5.03;51.26
19.0;5.23;56.59
20.0;5.38;62.07
21.0;5.58;67.76
22.0;5.74;73.6
23.0;5.92;79.62
24.0;6.06;85.78
25.0;6.24;92.13
26.0;6.35;98.58
27.0;6.49;105.18
28.0;6.58;111.86
29.0;6.68;118.65
30.0;6.77;125.52
31.0;6.84;132.47
32.0;6.9;139.47
