GRAND_ID: 691
DAM_NAME: -108.70625
LONG: -108.70625
LAT: 26.432001
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.35;0.65
2.0;0.69;1.63
3.0;0.99;2.92
4.0;1.81;5.02
5.0;2.64;7.96
6.0;3.83;12.08
7.0;5.6;17.98
8.0;7.84;26.12
9.0;9.76;36.17
10.0;11.82;48.28
11.0;13.28;61.85
12.0;14.98;77.13
13.0;16.65;94.08
14.0;18.77;113.14
15.0;20.63;134.07
16.0;23.16;157.53
17.0;25.82;183.65
18.0;28.86;212.8
19.0;30.97;244.07
20.0;33.82;278.19
21.0;36.15;314.63
22.0;38.96;353.88
23.0;41.1;395.28
24.0;43.7;439.27
25.0;45.81;485.38
26.0;48.14;533.81
27.0;50.01;584.11
28.0;52.16;636.56
29.0;53.83;690.69
30.0;55.55;746.54
31.0;56.68;803.51
