GRAND_ID: 4617
DAM_NAME: 30.425415
LONG: 30.425415
LAT: -29.430711
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.16;0.44
2.0;1.61;2.32
3.0;2.29;4.89
4.0;3.94;9.11
5.0;4.45;13.84
6.0;5.61;19.73
7.0;6.13;26.14
8.0;7.45;33.87
9.0;7.86;42.01
10.0;9.17;51.46
11.0;9.57;61.31
12.0;10.97;72.56
13.0;11.46;84.3
14.0;12.82;97.39
15.0;13.36;111.03
16.0;14.74;126.05
17.0;15.29;141.62
18.0;16.61;158.51
19.0;17.06;175.85
20.0;18.21;194.33
21.0;18.7;213.31
22.0;20.05;233.65
23.0;20.54;254.47
24.0;21.67;276.42
25.0;21.97;298.67
26.0;22.55;321.5
27.0;22.72;344.5
28.0;23.03;367.8
29.0;23.13;391.21
30.0;23.35;414.84
