GRAND_ID: 1641
DAM_NAME: -76.297887
LONG: -76.297887
LAT: 39.818781
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.02;0.14
2.0;0.04;0.29
3.0;0.05;0.46
4.0;0.06;0.64
5.0;0.08;0.84
6.0;0.1;1.05
7.0;0.12;1.28
8.0;0.14;1.54
9.0;0.15;1.81
10.0;0.19;2.11
11.0;0.21;2.43
12.0;0.24;2.79
13.0;0.26;3.17
14.0;0.3;3.58
15.0;0.32;4.02
16.0;0.36;4.49
17.0;0.39;5.0
18.0;0.47;5.59
19.0;0.56;6.27
20.0;0.63;7.01
21.0;0.7;7.83
22.0;0.82;8.77
23.0;0.92;9.8
24.0;1.09;11.02
25.0;1.23;12.36
26.0;1.38;13.86
27.0;1.52;15.5
28.0;1.67;17.29
29.0;1.78;19.19
30.0;1.91;21.22
31.0;2.03;23.37
32.0;2.13;25.62
33.0;2.22;27.95
34.0;2.31;30.38
35.0;2.36;32.85
36.0;2.42;35.39
37.0;2.47;37.97
38.0;2.52;40.61
39.0;2.56;43.29
40.0;2.6;46.0
41.0;2.62;48.74
42.0;2.65;51.51
43.0;2.67;54.3
44.0;2.69;57.11
45.0;2.71;59.93
46.0;2.72;62.77
47.0;2.73;65.61
