GRAND_ID: 6746
DAM_NAME: 150.934696
LONG: 150.934696
LAT: -34.109702
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.02;0.12
2.0;0.04;0.26
3.0;0.05;0.41
4.0;0.07;0.58
5.0;0.09;0.78
6.0;0.14;1.02
7.0;0.17;1.29
8.0;0.22;1.61
9.0;0.25;1.96
10.0;0.31;2.37
11.0;0.36;2.84
12.0;0.43;3.37
13.0;0.51;3.99
14.0;0.65;4.74
15.0;0.74;5.59
16.0;0.88;6.57
17.0;0.99;7.66
18.0;1.13;8.89
19.0;1.24;10.24
20.0;1.37;11.71
21.0;1.48;13.29
22.0;1.61;15.01
23.0;1.71;16.82
24.0;1.89;18.81
25.0;2.03;20.94
26.0;2.3;23.35
27.0;2.55;26.0
28.0;2.87;28.97
29.0;3.09;32.17
30.0;3.35;35.62
31.0;3.51;39.24
32.0;3.71;43.05
33.0;3.85;47.0
34.0;4.01;51.11
