GRAND_ID: 2865
DAM_NAME: -3.804723
LONG: -3.804723
LAT: 38.161916
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.06;0.17
2.0;0.09;0.36
3.0;0.15;0.62
4.0;0.18;0.91
5.0;0.24;1.25
6.0;0.28;1.64
7.0;0.4;2.14
8.0;0.48;2.72
9.0;0.72;3.55
10.0;0.87;4.53
11.0;1.18;5.81
12.0;1.31;7.22
13.0;1.51;8.84
14.0;1.64;10.59
15.0;1.9;12.59
16.0;2.02;14.72
17.0;2.19;17.01
18.0;2.3;19.42
19.0;2.53;22.06
20.0;2.68;24.85
21.0;2.95;27.9
22.0;3.11;31.12
23.0;3.43;34.66
24.0;3.62;38.39
25.0;3.92;42.41
26.0;4.07;46.58
27.0;4.36;51.05
28.0;4.52;55.67
29.0;4.83;60.61
30.0;4.99;65.7
31.0;5.26;71.06
32.0;5.4;76.56
33.0;5.66;82.32
34.0;5.79;88.22
35.0;6.03;94.35
36.0;6.12;100.58
37.0;6.31;107.0
38.0;6.4;113.5
39.0;6.55;120.16
40.0;6.62;126.89
41.0;6.75;133.74
42.0;6.8;140.65
