GRAND_ID: 2493
DAM_NAME: -38.453524
LONG: -38.453524
LAT: -6.987045
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.13;0.24
2.0;0.5;0.85
3.0;0.72;1.68
4.0;1.26;3.05
5.0;1.52;4.69
6.0;2.09;6.88
7.0;2.4;9.4
8.0;3.07;12.58
9.0;3.43;16.12
10.0;4.11;20.35
11.0;4.46;24.92
12.0;5.03;30.06
13.0;5.38;35.55
14.0;6.0;41.65
15.0;6.36;48.13
16.0;7.02;55.26
17.0;7.35;62.73
18.0;8.17;71.01
19.0;8.69;79.81
20.0;9.55;89.48
21.0;10.0;99.59
22.0;10.81;110.51
23.0;11.13;121.76
24.0;11.58;133.45
25.0;11.76;145.32
26.0;12.04;157.47
27.0;12.18;169.76
28.0;12.35;182.22
29.0;12.42;194.75
