GRAND_ID: 6379
DAM_NAME: 140.731607
LONG: 140.731607
LAT: 36.959662
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.02;0.13
2.0;0.03;0.27
3.0;0.05;0.42
4.0;0.07;0.6
5.0;0.08;0.78
6.0;0.1;0.99
7.0;0.11;1.21
8.0;0.12;1.44
9.0;0.14;1.68
10.0;0.16;1.96
11.0;0.18;2.25
12.0;0.2;2.56
13.0;0.21;2.88
14.0;0.23;3.22
15.0;0.25;3.58
16.0;0.27;3.95
17.0;0.28;4.35
18.0;0.3;4.76
19.0;0.31;5.18
20.0;0.33;5.61
21.0;0.34;6.06
22.0;0.35;6.52
23.0;0.37;7.0
24.0;0.39;7.49
