GRAND_ID: 5974
DAM_NAME: 128.917769
LONG: 128.917769
LAT: 35.724138
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.12;0.27
2.0;0.21;0.62
3.0;0.32;1.09
4.0;0.49;1.71
5.0;0.75;2.61
6.0;0.98;3.74
7.0;1.31;5.19
8.0;1.49;6.83
9.0;1.68;8.65
10.0;1.84;10.63
11.0;2.0;12.77
12.0;2.17;15.08
13.0;2.36;17.58
14.0;2.48;20.2
15.0;2.65;23.0
16.0;2.78;25.92
17.0;2.97;29.03
18.0;3.12;32.29
19.0;3.28;35.71
20.0;3.41;39.27
21.0;3.6;43.01
22.0;3.76;46.91
23.0;3.99;51.04
24.0;4.1;55.29
25.0;4.25;59.68
26.0;4.32;64.14
27.0;4.41;68.69
28.0;4.45;73.28
29.0;4.54;77.97
30.0;4.57;82.68
31.0;4.62;87.44
32.0;4.64;92.23
33.0;4.68;97.05
34.0;4.7;101.89
35.0;4.72;106.76
36.0;4.74;111.65
37.0;4.76;116.55
38.0;4.77;121.47
39.0;4.78;126.39
