GRAND_ID: 6718
DAM_NAME: 152.642932
LONG: 152.642932
LAT: -27.371222
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.03;0.13
2.0;0.05;0.28
3.0;0.08;0.46
4.0;0.12;0.68
5.0;0.15;0.94
6.0;0.2;1.25
7.0;0.24;1.59
8.0;0.29;1.98
9.0;0.33;2.41
10.0;0.37;2.88
11.0;0.4;3.38
12.0;0.44;3.93
13.0;0.48;4.51
14.0;0.51;5.13
15.0;0.55;5.78
16.0;0.59;6.47
17.0;0.63;7.21
18.0;0.68;7.99
19.0;0.71;8.81
20.0;0.76;9.67
21.0;0.8;10.57
22.0;0.84;11.52
23.0;0.87;12.49
24.0;0.89;13.48
25.0;0.91;14.49
26.0;0.92;15.52
