GRAND_ID: 6704
DAM_NAME: 151.847994
LONG: 151.847994
LAT: -24.872775
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.05;0.21
2.0;0.09;0.47
3.0;0.21;0.84
4.0;0.55;1.55
5.0;1.08;2.79
6.0;1.63;4.59
7.0;2.36;7.1
8.0;3.18;10.44
9.0;4.06;14.66
10.0;4.97;19.8
11.0;6.23;26.19
12.0;7.32;33.66
13.0;9.27;43.09
14.0;11.51;54.77
15.0;15.56;70.49
16.0;19.38;90.03
17.0;24.28;114.48
18.0;28.04;142.68
19.0;32.5;175.34
20.0;36.04;211.54
21.0;39.64;251.34
22.0;42.52;294.03
23.0;45.62;339.8
24.0;47.9;387.86
25.0;50.39;438.41
26.0;52.18;490.76
27.0;54.22;545.14
28.0;55.74;601.05
29.0;57.24;658.45
30.0;58.28;716.9
