GRAND_ID: 500
DAM_NAME: -105.357859
LONG: -105.357859
LAT: 39.949456
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.0;0.11
2.0;0.03;0.24
3.0;0.03;0.38
4.0;0.06;0.55
5.0;0.06;0.73
6.0;0.09;0.93
7.0;0.09;1.13
8.0;0.13;1.37
9.0;0.13;1.61
10.0;0.15;1.87
11.0;0.15;2.13
12.0;0.19;2.43
13.0;0.19;2.73
14.0;0.23;3.07
15.0;0.23;3.41
16.0;0.28;3.8
17.0;0.28;4.19
18.0;0.33;4.63
19.0;0.33;5.07
20.0;0.38;5.56
21.0;0.38;6.05
22.0;0.43;6.59
23.0;0.43;7.14
24.0;0.54;7.78
25.0;0.54;8.43
26.0;0.63;9.17
27.0;0.63;9.9
28.0;0.73;10.75
29.0;0.73;11.59
30.0;0.83;12.53
31.0;0.83;13.47
32.0;0.93;14.51
33.0;0.93;15.55
34.0;1.04;16.7
35.0;1.04;17.85
36.0;1.14;19.09
37.0;1.14;20.34
38.0;1.22;21.67
39.0;1.22;23.0
40.0;1.31;24.42
41.0;1.31;25.83
42.0;1.38;27.32
43.0;1.38;28.81
