GRAND_ID: 3464
DAM_NAME: 1.959397
LONG: 1.959397
LAT: 42.992431
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.06;0.18
2.0;0.11;0.4
3.0;0.18;0.7
4.0;0.23;1.04
5.0;0.32;1.48
6.0;0.37;1.96
7.0;0.47;2.55
8.0;0.54;3.21
9.0;0.75;4.08
10.0;0.91;5.1
11.0;1.18;6.39
12.0;1.36;7.87
13.0;1.66;9.64
14.0;1.84;11.59
15.0;2.17;13.88
16.0;2.4;16.4
17.0;2.77;19.28
18.0;2.98;22.38
19.0;3.34;25.84
20.0;3.49;29.44
21.0;3.79;33.35
22.0;3.95;37.41
23.0;4.22;41.75
24.0;4.36;46.22
25.0;4.54;50.88
26.0;4.61;55.6
