GRAND_ID: 6083
DAM_NAME: 133.55081
LONG: 133.55081
LAT: 33.75782
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.02;0.14
2.0;0.04;0.3
3.0;0.07;0.49
4.0;0.09;0.71
5.0;0.11;0.94
6.0;0.15;1.21
7.0;0.17;1.5
8.0;0.2;1.82
9.0;0.21;2.15
10.0;0.25;2.52
11.0;0.28;2.92
12.0;0.35;3.39
13.0;0.4;3.9
14.0;0.51;4.53
15.0;0.56;5.21
16.0;0.67;6.0
17.0;0.75;6.87
18.0;0.82;7.81
19.0;0.9;8.83
20.0;0.99;9.94
21.0;1.04;11.11
22.0;1.13;12.36
23.0;1.18;13.66
24.0;1.27;15.05
25.0;1.3;16.47
26.0;1.38;17.97
27.0;1.43;19.52
28.0;1.5;21.14
29.0;1.54;22.8
30.0;1.6;24.52
31.0;1.65;26.29
32.0;1.78;28.19
33.0;1.89;30.2
34.0;2.0;32.32
35.0;2.08;34.52
36.0;2.2;36.84
37.0;2.27;39.23
38.0;2.41;41.76
39.0;2.46;44.34
40.0;2.58;47.04
41.0;2.69;49.85
42.0;2.84;52.82
43.0;2.95;55.89
44.0;3.12;59.12
45.0;3.18;62.42
46.0;3.31;65.85
47.0;3.38;69.35
48.0;3.51;72.98
49.0;3.6;76.7
50.0;3.69;80.51
51.0;3.78;84.4
52.0;3.91;88.43
53.0;3.99;92.55
54.0;4.16;96.82
55.0;4.24;101.18
56.0;4.4;105.7
57.0;4.49;110.31
58.0;4.61;115.05
59.0;4.67;119.83
60.0;4.81;124.77
61.0;4.89;129.77
62.0;5.01;134.9
63.0;5.1;140.12
64.0;5.23;145.47
65.0;5.31;150.9
66.0;5.43;156.45
67.0;5.52;162.09
68.0;5.64;167.85
69.0;5.72;173.69
70.0;5.83;179.64
71.0;5.89;185.65
72.0;6.01;191.78
73.0;6.08;197.98
74.0;6.18;204.29
75.0;6.25;210.66
76.0;6.38;217.16
77.0;6.44;223.71
