GRAND_ID: 696
DAM_NAME: -107.147977
LONG: -107.147977
LAT: 24.816121
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.19;0.39
2.0;0.47;1.04
3.0;0.66;1.89
4.0;0.91;3.0
5.0;1.15;4.34
6.0;1.76;6.29
7.0;2.44;8.92
8.0;3.12;12.24
9.0;3.57;16.0
10.0;4.05;20.24
11.0;4.5;24.94
12.0;5.13;30.26
13.0;5.55;36.0
14.0;5.98;42.17
15.0;6.31;48.67
16.0;6.74;55.6
17.0;7.13;62.93
18.0;7.69;70.81
19.0;8.24;79.24
20.0;9.19;88.63
21.0;10.23;99.05
22.0;12.15;111.4
23.0;13.45;125.04
24.0;15.11;140.34
25.0;16.8;157.33
26.0;19.25;176.77
27.0;20.97;197.93
28.0;22.72;220.84
29.0;23.76;244.8
30.0;25.04;270.03
31.0;25.72;295.94
32.0;26.49;322.63
33.0;26.92;349.74
34.0;27.38;377.31
35.0;27.59;405.1
36.0;27.83;433.12
37.0;27.95;461.26
