GRAND_ID: 2386
DAM_NAME: -48.56764
LONG: -48.56764
LAT: -20.13125
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.02;0.17
2.0;0.06;0.38
3.0;0.07;0.6
4.0;0.08;0.84
5.0;0.11;1.1
6.0;0.17;1.43
7.0;0.19;1.78
8.0;0.22;2.15
9.0;0.22;2.53
10.0;0.26;2.94
11.0;0.28;3.38
12.0;0.34;3.88
13.0;0.37;4.4
14.0;0.43;4.98
15.0;0.44;5.58
16.0;0.51;6.24
17.0;0.57;6.96
18.0;0.62;7.73
19.0;0.65;8.54
20.0;0.7;9.4
21.0;0.76;10.31
22.0;0.8;11.27
23.0;0.83;12.25
24.0;0.89;13.29
25.0;0.92;14.37
26.0;0.98;15.51
27.0;1.02;16.68
28.0;1.15;17.99
29.0;1.23;19.37
30.0;1.36;20.88
31.0;1.45;22.49
32.0;1.53;24.17
33.0;1.63;25.96
34.0;1.79;27.9
35.0;1.83;29.89
36.0;1.93;31.97
37.0;1.96;34.08
38.0;2.13;36.37
39.0;2.22;38.74
40.0;2.33;41.22
41.0;2.37;43.75
42.0;2.51;46.41
43.0;2.58;49.14
44.0;2.72;52.01
45.0;2.8;54.96
46.0;2.97;58.08
47.0;3.03;61.27
48.0;3.17;64.59
49.0;3.27;68.01
50.0;3.42;71.59
51.0;3.54;75.29
52.0;3.73;79.17
53.0;3.89;83.22
54.0;4.05;87.42
55.0;4.18;91.76
56.0;4.39;96.3
57.0;4.49;100.95
58.0;4.84;105.94
59.0;5.11;111.21
60.0;5.73;117.09
61.0;6.27;123.52
62.0;7.07;130.74
63.0;7.54;138.43
64.0;8.43;147.01
65.0;8.89;156.05
66.0;9.87;166.07
67.0;10.74;176.97
68.0;13.36;190.49
69.0;17.71;208.36
70.0;27.12;235.63
71.0;33.04;268.82
72.0;45.19;314.17
73.0;55.23;369.55
74.0;72.21;441.92
75.0;80.8;522.87
76.0;98.16;621.18
77.0;107.3;728.63
78.0;120.15;848.94
79.0;126.91;976.0
80.0;138.3;1114.46
81.0;143.79;1258.4
82.0;153.49;1412.05
83.0;158.8;1571.01
84.0;166.43;1737.59
85.0;170.42;1908.17
86.0;175.81;2084.14
87.0;178.56;2262.85
88.0;181.92;2444.93
89.0;183.08;2628.16
