GRAND_ID: 5806
DAM_NAME: 119.57863
LONG: 119.57863
LAT: -5.275333
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.23;0.43
2.0;0.46;1.1
3.0;0.79;2.09
4.0;1.23;3.53
5.0;1.83;5.56
6.0;2.46;8.22
7.0;3.57;11.99
8.0;4.86;17.06
9.0;6.36;23.62
10.0;7.91;31.74
11.0;9.6;41.54
12.0;11.14;52.88
13.0;12.58;65.66
14.0;13.46;79.33
15.0;14.06;93.59
16.0;14.45;108.24
17.0;14.88;123.32
18.0;15.19;138.71
19.0;15.54;154.45
20.0;15.8;170.46
21.0;16.12;186.78
22.0;16.36;203.34
23.0;16.59;220.14
24.0;16.75;237.1
25.0;16.92;254.22
26.0;17.02;271.44
27.0;17.13;288.78
28.0;17.22;306.2
29.0;17.33;323.73
30.0;17.39;341.32
