GRAND_ID: 6929
DAM_NAME: -75.563237
LONG: -75.563237
LAT: 2.451059
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.04;0.15
2.0;0.04;0.3
3.0;0.09;0.5
4.0;0.09;0.7
5.0;0.11;0.92
6.0;0.13;1.16
7.0;0.16;1.42
8.0;0.17;1.7
9.0;0.18;1.99
10.0;0.2;2.3
11.0;0.21;2.62
12.0;0.21;2.94
13.0;0.22;3.27
14.0;0.22;3.6
15.0;0.24;3.95
16.0;0.24;4.3
17.0;0.26;4.67
18.0;0.26;5.04
19.0;0.28;5.43
20.0;0.28;5.82
21.0;0.32;6.25
22.0;0.32;6.67
23.0;0.37;7.15
24.0;0.47;7.73
25.0;0.56;8.4
26.0;0.61;9.12
27.0;0.68;9.91
28.0;0.8;10.82
29.0;0.91;11.84
30.0;0.91;12.86
31.0;1.03;14.0
32.0;1.05;15.16
33.0;1.12;16.39
34.0;1.17;17.67
35.0;1.27;19.05
36.0;1.28;20.44
37.0;1.35;21.91
38.0;1.38;23.4
39.0;1.51;25.02
40.0;1.51;26.63
41.0;1.61;28.36
42.0;1.68;30.15
43.0;1.78;32.05
44.0;1.78;33.94
45.0;1.91;35.96
46.0;1.95;38.02
47.0;2.15;40.28
48.0;2.31;42.7
49.0;2.86;45.68
50.0;2.93;48.72
51.0;3.46;52.29
52.0;3.75;56.15
53.0;4.43;60.69
54.0;4.57;65.37
55.0;5.32;70.8
56.0;5.85;76.77
57.0;6.89;83.77
58.0;6.89;90.77
59.0;8.25;99.13
60.0;8.51;107.75
61.0;9.1;116.95
62.0;9.53;126.6
63.0;10.09;136.79
64.0;10.19;147.09
65.0;10.8;158.0
66.0;11.08;169.19
67.0;11.66;180.97
68.0;11.72;192.79
69.0;12.31;205.22
70.0;12.73;218.05
71.0;13.41;231.57
72.0;13.41;245.09
73.0;14.32;259.52
74.0;14.32;273.94
75.0;15.17;289.23
76.0;15.81;305.14
77.0;16.43;321.68
78.0;16.49;338.28
79.0;17.15;355.54
80.0;17.51;373.16
81.0;18.19;391.46
82.0;18.25;409.82
83.0;18.79;428.72
84.0;19.16;447.99
85.0;19.84;467.94
86.0;19.84;487.89
87.0;20.71;508.7
88.0;20.71;529.52
89.0;21.37;551.0
90.0;21.76;572.87
91.0;22.24;595.22
92.0;22.33;617.66
93.0;22.87;640.64
94.0;23.14;663.89
95.0;23.71;687.71
96.0;23.79;711.61
97.0;24.6;736.32
98.0;25.16;761.59
99.0;26.29;787.99
100.0;26.29;814.38
101.0;27.88;842.38
102.0;27.88;870.37
103.0;29.3;899.78
104.0;30.08;929.97
105.0;31.59;961.67
106.0;32.01;993.79
107.0;33.4;1027.31
108.0;34.16;1061.58
109.0;36.22;1097.9
110.0;36.95;1134.96
111.0;38.16;1173.23
112.0;38.63;1211.97
113.0;40.13;1252.21
114.0;40.13;1292.45
115.0;41.76;1334.32
116.0;41.96;1376.39
117.0;43.62;1420.12
118.0;44.48;1464.71
119.0;45.73;1510.55
120.0;46.28;1556.95
121.0;47.84;1604.9
122.0;48.2;1653.21
123.0;49.74;1703.06
124.0;50.69;1753.86
125.0;52.33;1806.3
126.0;53.45;1859.86
127.0;56.18;1916.15
128.0;56.18;1972.44
129.0;59.21;2031.77
130.0;59.53;2091.41
131.0;62.31;2153.83
132.0;63.88;2217.82
133.0;65.93;2283.86
134.0;66.94;2350.91
135.0;68.65;2419.67
136.0;69.19;2488.97
137.0;70.93;2560.01
138.0;72.01;2632.14
139.0;73.43;2705.67
140.0;73.92;2779.7
141.0;75.86;2855.67
142.0;75.86;2931.65
143.0;77.8;3009.56
144.0;78.09;3087.76
