GRAND_ID: 2318
DAM_NAME: -71.091122
LONG: -71.091122
LAT: -31.011435
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.06;0.19
2.0;0.17;0.5
3.0;0.24;0.88
4.0;0.53;1.55
5.0;0.71;2.39
6.0;1.11;3.64
7.0;1.2;4.98
8.0;1.44;6.56
9.0;1.61;8.3
10.0;1.86;10.3
11.0;1.99;12.43
12.0;2.25;14.82
13.0;2.35;17.3
14.0;2.7;20.15
15.0;2.88;23.17
16.0;3.2;26.51
17.0;3.32;29.96
18.0;3.66;33.76
19.0;3.81;37.71
20.0;4.09;41.93
21.0;4.21;46.29
22.0;4.45;50.87
23.0;4.53;55.54
24.0;4.67;60.34
25.0;4.73;65.21
26.0;4.82;70.16
27.0;4.85;75.15
28.0;4.91;80.2
29.0;4.94;85.28
30.0;4.99;90.4
31.0;5.0;95.54
32.0;5.02;100.7
33.0;5.04;105.88
