GRAND_ID: 4560
DAM_NAME: 30.351524
LONG: 30.351524
LAT: -22.947985
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.09;0.19
2.0;0.14;0.44
3.0;0.25;0.79
4.0;0.29;1.18
5.0;0.43;1.71
6.0;0.52;2.34
7.0;0.65;3.09
8.0;0.71;3.9
9.0;0.82;4.82
10.0;0.87;5.8
11.0;0.98;6.88
12.0;1.04;8.02
13.0;1.16;9.28
14.0;1.19;10.57
15.0;1.3;11.97
16.0;1.34;13.41
17.0;1.43;14.95
18.0;1.48;16.53
19.0;1.6;18.23
20.0;1.65;19.98
21.0;1.76;21.84
22.0;1.79;23.73
23.0;1.9;25.74
24.0;1.95;27.79
25.0;2.04;29.93
