GRAND_ID: 4387
DAM_NAME: 36.672816
LONG: 36.672816
LAT: 41.072458
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.1;0.22
2.0;0.33;0.66
3.0;0.49;1.27
4.0;0.77;2.16
5.0;1.15;3.43
6.0;1.63;5.18
7.0;1.98;7.28
8.0;2.4;9.8
9.0;2.67;12.59
10.0;3.24;15.95
11.0;3.45;19.51
12.0;3.94;23.56
13.0;4.12;27.8
14.0;4.45;32.37
15.0;4.71;37.21
16.0;5.03;42.36
17.0;5.18;47.66
18.0;5.52;53.3
19.0;5.67;59.08
20.0;6.02;65.22
21.0;6.14;71.48
22.0;6.32;77.92
23.0;6.47;84.5
24.0;6.7;91.33
25.0;6.87;98.31
26.0;7.07;105.5
27.0;7.19;112.81
28.0;7.44;120.37
29.0;7.57;128.06
30.0;7.84;136.02
31.0;7.96;144.09
32.0;8.22;152.42
33.0;8.44;160.99
34.0;8.7;169.8
35.0;8.85;178.77
36.0;9.06;187.95
37.0;9.18;197.24
38.0;9.38;206.74
39.0;9.48;216.34
40.0;9.6;226.06
41.0;9.7;235.88
42.0;9.82;245.82
43.0;9.91;255.84
44.0;10.0;265.96
45.0;10.04;276.11
