GRAND_ID: 4347
DAM_NAME: 35.690625
LONG: 35.690625
LAT: 68.984503
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.03;0.13
2.0;0.05;0.28
3.0;0.07;0.45
4.0;0.08;0.64
5.0;0.11;0.86
6.0;0.14;1.1
7.0;0.17;1.38
8.0;0.2;1.68
9.0;0.22;2.01
10.0;0.26;2.37
11.0;0.28;2.76
12.0;0.31;3.17
13.0;0.33;3.61
14.0;0.37;4.08
15.0;0.4;4.59
16.0;0.45;5.14
17.0;0.49;5.73
18.0;0.53;6.36
19.0;0.57;7.04
20.0;0.64;7.78
21.0;0.67;8.55
22.0;0.77;9.43
23.0;1.12;10.65
24.0;1.55;12.31
25.0;2.36;14.77
26.0;3.19;18.06
27.0;3.81;21.98
28.0;4.51;26.6
29.0;5.15;31.85
30.0;5.83;37.78
31.0;6.62;44.5
32.0;7.71;52.32
33.0;8.65;61.07
34.0;9.79;70.97
35.0;11.09;82.16
36.0;12.68;94.95
37.0;14.15;109.2
38.0;16.04;125.35
39.0;17.81;143.26
40.0;19.8;163.16
41.0;21.17;184.44
42.0;22.78;207.32
43.0;24.35;231.78
44.0;25.64;257.53
45.0;26.33;283.96
46.0;27.47;311.54
47.0;28.43;340.07
48.0;29.25;369.42
49.0;29.93;399.46
