GRAND_ID: 4218
DAM_NAME: 29.517123
LONG: 29.517123
LAT: -28.682657
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.14;0.27
2.0;0.25;0.65
3.0;0.39;1.16
4.0;0.54;1.84
5.0;1.19;3.16
6.0;1.72;5.01
7.0;2.2;7.33
8.0;2.47;9.93
9.0;2.76;12.82
10.0;3.0;15.96
11.0;3.26;19.34
12.0;3.56;23.03
13.0;3.93;27.09
14.0;4.29;31.51
15.0;4.67;36.32
16.0;5.04;41.49
17.0;5.47;47.09
18.0;5.82;53.04
19.0;6.38;59.55
20.0;7.1;66.78
21.0;8.0;74.91
22.0;8.72;83.76
23.0;9.49;93.37
24.0;10.07;103.57
25.0;10.7;114.4
26.0;11.29;125.81
27.0;12.0;137.94
28.0;12.65;150.72
29.0;13.32;164.18
30.0;13.91;178.21
31.0;14.6;192.94
32.0;15.1;208.17
33.0;15.56;223.86
34.0;15.89;239.89
35.0;16.14;256.15
36.0;16.33;272.61
37.0;16.5;289.24
38.0;16.62;305.99
39.0;16.76;322.88
40.0;16.86;339.87
41.0;16.95;356.95
42.0;17.01;374.09
