GRAND_ID: 389
DAM_NAME: -116.73125
LONG: -116.73125
LAT: 43.584629
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.12;0.24
2.0;0.17;0.52
3.0;0.29;0.93
4.0;0.33;1.38
5.0;0.46;1.95
6.0;0.51;2.57
7.0;0.71;3.4
8.0;0.82;4.34
9.0;1.19;5.64
10.0;1.33;7.08
11.0;1.79;8.99
12.0;1.98;11.09
13.0;2.53;13.73
14.0;2.75;16.59
15.0;3.52;20.22
16.0;3.84;24.18
17.0;4.88;29.17
18.0;5.35;34.64
19.0;7.18;41.93
20.0;8.08;50.12
21.0;10.81;61.04
22.0;11.76;72.92
23.0;14.62;87.66
24.0;15.52;103.29
25.0;18.08;121.48
26.0;18.89;140.48
27.0;21.09;161.69
28.0;22.02;183.82
29.0;25.51;209.44
30.0;26.7;236.25
31.0;28.93;265.29
32.0;29.43;294.83
33.0;30.82;325.77
34.0;31.05;356.94
35.0;31.59;388.64
36.0;31.73;420.49
37.0;32.11;452.71
38.0;32.21;485.04
39.0;32.47;517.62
40.0;32.56;550.3
