GRAND_ID: 6735
DAM_NAME: 150.697979
LONG: 150.697979
LAT: -30.572871
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.05;0.18
2.0;0.25;0.56
3.0;0.39;1.08
4.0;0.56;1.77
5.0;0.63;2.54
6.0;0.77;3.43
7.0;0.83;4.4
8.0;0.98;5.51
9.0;1.04;6.68
10.0;1.17;7.98
11.0;1.23;9.34
12.0;1.36;10.84
13.0;1.44;12.41
14.0;1.58;14.12
15.0;1.65;15.9
16.0;1.82;17.85
17.0;1.97;19.95
18.0;2.26;22.34
19.0;2.42;24.89
20.0;2.71;27.74
21.0;2.88;30.75
22.0;3.26;34.14
23.0;3.65;37.92
24.0;4.42;42.47
25.0;4.88;47.48
26.0;5.89;53.5
27.0;6.39;60.02
28.0;7.55;67.7
29.0;8.39;76.23
30.0;9.75;86.11
31.0;10.32;96.56
32.0;11.46;108.16
33.0;11.93;120.22
34.0;12.94;133.3
35.0;13.42;146.85
36.0;14.5;161.48
37.0;15.21;176.82
38.0;16.44;193.39
39.0;17.16;210.68
40.0;18.3;229.11
41.0;18.77;248.02
42.0;19.6;267.75
43.0;19.98;287.86
44.0;20.56;308.55
