GRAND_ID: 418
DAM_NAME: -111.746388
LONG: -111.746388
LAT: 42.274419
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.05;0.16
2.0;0.14;0.4
3.0;0.22;0.73
4.0;0.34;1.18
5.0;0.43;1.72
6.0;0.52;2.34
7.0;0.57;3.02
8.0;0.69;3.81
9.0;0.75;4.67
10.0;0.84;5.62
11.0;0.91;6.64
12.0;1.0;7.74
13.0;1.08;8.93
14.0;1.17;10.21
15.0;1.23;11.55
16.0;1.31;12.96
17.0;1.35;14.42
18.0;1.42;15.95
19.0;1.47;17.53
20.0;1.52;19.16
21.0;1.55;20.82
22.0;1.6;22.53
23.0;1.63;24.26
24.0;1.66;26.03
25.0;1.69;27.83
26.0;1.73;29.67
27.0;1.74;31.51
