GRAND_ID: 2320
DAM_NAME: -68.652198
LONG: -68.652198
LAT: -31.472731
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.26;0.39
2.0;0.36;0.87
3.0;0.7;1.7
4.0;1.04;2.86
5.0;1.61;4.59
6.0;1.81;6.52
7.0;2.38;9.02
8.0;2.6;11.74
9.0;3.17;15.03
10.0;3.46;18.61
11.0;4.28;23.01
12.0;4.57;27.7
13.0;5.3;33.13
14.0;5.55;38.8
15.0;6.36;45.28
16.0;6.7;52.11
17.0;8.01;60.24
18.0;8.56;68.91
19.0;9.93;78.97
20.0;10.51;89.59
21.0;12.44;102.16
22.0;13.17;115.45
23.0;15.37;130.95
24.0;16.0;147.07
25.0;17.61;164.8
26.0;18.14;183.06
27.0;19.17;202.35
28.0;19.48;221.96
29.0;20.23;242.31
30.0;20.43;262.87
31.0;20.93;283.92
32.0;21.05;305.09
33.0;21.31;326.51
34.0;21.38;348.02
35.0;21.54;369.68
36.0;21.59;391.39
