GRAND_ID: 724
DAM_NAME: -102.226994
LONG: -102.226994
LAT: 49.260855
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.07;0.24
2.0;0.3;0.71
3.0;0.37;1.25
4.0;0.55;1.97
5.0;0.63;2.78
6.0;0.86;3.8
7.0;0.96;4.93
8.0;1.23;6.32
9.0;1.32;7.81
10.0;1.6;9.59
11.0;1.7;11.45
12.0;2.01;13.63
13.0;2.12;15.92
14.0;2.53;18.62
15.0;2.7;21.48
16.0;3.25;24.9
17.0;3.51;28.58
18.0;4.36;33.1
19.0;4.74;38.01
20.0;5.93;44.11
21.0;6.27;50.55
22.0;7.48;58.2
23.0;8.21;66.58
24.0;10.89;77.64
25.0;11.45;89.26
26.0;12.38;101.81
27.0;12.66;114.64
28.0;13.19;128.0
29.0;13.31;141.48
