GRAND_ID: 6899
DAM_NAME: -47.464573
LONG: -47.464573
LAT: -6.589608
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;3.04;3.27
2.0;7.38;10.87
3.0;9.79;20.89
4.0;12.45;33.57
5.0;13.94;47.74
6.0;16.0;63.97
7.0;17.66;81.86
8.0;19.54;101.63
9.0;20.57;122.44
10.0;22.98;145.65
11.0;24.02;169.89
12.0;26.4;196.53
13.0;31.09;227.85
14.0;37.53;265.61
15.0;42.57;308.41
16.0;51.49;360.13
17.0;56.02;416.38
18.0;62.13;478.74
19.0;66.07;545.04
20.0;73.04;618.32
21.0;77.96;696.51
22.0;87.17;783.91
23.0;98.2;882.34
24.0;124.4;1006.97
25.0;147.94;1155.14
26.0;237.71;1393.08
27.0;292.12;1685.43
28.0;372.5;2058.16
29.0;431.2;2489.59
30.0;515.25;3005.07
31.0;549.79;3555.09
32.0;595.97;4151.29
33.0;619.82;4771.34
34.0;648.46;5420.04
35.0;663.45;6083.71
36.0;679.92;6763.86
37.0;688.66;7452.76
