GRAND_ID: 5830
DAM_NAME: 115.978326
LONG: 115.978326
LAT: -32.990845
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.06;0.21
2.0;0.14;0.49
3.0;0.23;0.86
4.0;0.32;1.32
5.0;0.4;1.87
6.0;0.52;2.54
7.0;0.61;3.29
8.0;0.73;4.16
9.0;0.82;5.12
10.0;0.94;6.2
11.0;1.02;7.35
12.0;1.09;8.59
13.0;1.14;9.87
14.0;1.2;11.22
15.0;1.25;12.61
16.0;1.32;14.07
17.0;1.35;15.56
18.0;1.39;17.09
19.0;1.43;18.66
20.0;1.47;20.27
21.0;1.49;21.91
22.0;1.54;23.59
23.0;1.56;25.29
24.0;1.59;27.02
25.0;1.61;28.78
26.0;1.64;30.56
27.0;1.65;32.36
28.0;1.67;34.18
29.0;1.7;36.02
30.0;1.71;37.87
31.0;1.72;39.72
