GRAND_ID: 1739
DAM_NAME: -83.469937
LONG: -83.469937
LAT: 37.338027
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.04;0.18
2.0;0.09;0.4
3.0;0.13;0.68
4.0;0.19;1.0
5.0;0.24;1.38
6.0;0.32;1.83
7.0;0.38;2.35
8.0;0.5;2.99
9.0;0.67;3.8
10.0;0.96;4.9
11.0;1.21;6.24
12.0;1.49;7.87
13.0;1.72;9.73
14.0;2.03;11.9
15.0;2.25;14.29
16.0;2.54;16.97
17.0;2.74;19.84
18.0;2.94;22.92
19.0;3.11;26.17
20.0;3.28;29.59
21.0;3.41;33.14
22.0;3.59;36.87
23.0;3.68;40.68
24.0;3.83;44.65
25.0;3.91;48.7
26.0;4.05;52.89
27.0;4.1;57.12
28.0;4.18;61.44
29.0;4.24;65.82
