GRAND_ID: 630
DAM_NAME: -114.223546
LONG: -114.223546
LAT: 34.285377
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.03;0.15
2.0;0.13;0.39
3.0;0.17;0.68
4.0;0.24;1.03
5.0;0.26;1.41
6.0;0.34;1.87
7.0;0.4;2.38
8.0;0.52;3.02
9.0;0.59;3.73
10.0;0.72;4.56
11.0;0.78;5.45
12.0;0.9;6.46
13.0;0.95;7.53
14.0;1.03;8.67
15.0;1.06;9.84
16.0;1.13;11.09
17.0;1.17;12.38
18.0;1.24;13.73
19.0;1.28;15.13
20.0;1.33;16.58
21.0;1.36;18.05
22.0;1.41;19.58
23.0;1.44;21.14
24.0;1.48;22.73
25.0;1.49;24.34
26.0;1.51;25.96
