GRAND_ID: 5190
DAM_NAME: 118.965625
LONG: 118.965625
LAT: 40.474267
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.02;0.16
2.0;0.06;0.37
3.0;0.08;0.59
4.0;0.14;0.87
5.0;0.17;1.19
6.0;0.22;1.56
7.0;0.26;1.96
8.0;0.33;2.43
9.0;0.36;2.94
10.0;0.43;3.51
11.0;0.46;4.12
12.0;0.53;4.79
13.0;0.58;5.51
14.0;0.72;6.37
15.0;0.78;7.3
16.0;0.87;8.31
17.0;0.91;9.37
18.0;0.98;10.49
19.0;1.02;11.66
20.0;1.08;12.88
21.0;1.11;14.14
22.0;1.14;15.42
23.0;1.16;16.73
24.0;1.19;18.07
