GRAND_ID: 2379
DAM_NAME: -48.038706
LONG: -48.038706
LAT: -18.911496
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.01;0.11
2.0;0.01;0.23
3.0;0.02;0.36
4.0;0.08;0.54
5.0;0.16;0.81
6.0;0.31;1.22
7.0;0.38;1.7
8.0;0.55;2.36
9.0;0.65;3.12
10.0;1.13;4.36
11.0;1.38;5.84
12.0;2.0;7.94
13.0;2.21;10.26
14.0;2.79;13.15
15.0;3.07;16.33
16.0;3.84;20.27
17.0;4.09;24.46
18.0;4.62;29.18
19.0;4.8;34.09
20.0;5.33;39.52
21.0;5.54;45.17
22.0;6.27;51.54
23.0;6.53;58.18
24.0;7.08;65.36
25.0;7.27;72.74
26.0;7.86;80.71
27.0;8.09;88.9
28.0;8.61;97.61
29.0;8.86;106.58
30.0;9.31;116.0
31.0;9.55;125.66
32.0;10.16;135.92
33.0;10.36;146.39
34.0;11.01;157.5
35.0;11.3;168.91
36.0;11.93;180.95
37.0;12.33;193.39
38.0;13.24;206.73
39.0;13.48;220.32
40.0;14.31;234.74
41.0;14.77;249.61
42.0;15.31;265.02
43.0;15.82;280.95
44.0;16.67;297.73
45.0;17.01;314.85
46.0;17.66;332.61
47.0;18.05;350.76
48.0;18.81;369.68
49.0;19.33;389.11
50.0;20.08;409.3
51.0;20.43;429.83
52.0;21.31;451.25
53.0;21.73;473.08
54.0;22.46;495.65
55.0;23.0;518.75
56.0;23.9;542.76
57.0;24.29;567.16
58.0;25.06;592.32
59.0;25.42;617.85
60.0;26.33;644.28
61.0;26.75;671.14
62.0;27.66;698.91
63.0;28.06;727.08
64.0;29.21;756.39
65.0;29.95;786.45
66.0;31.79;818.34
67.0;32.17;850.61
68.0;34.94;885.66
69.0;36.22;921.98
70.0;38.57;960.66
71.0;39.85;1000.61
72.0;42.85;1043.57
73.0;44.06;1087.74
74.0;46.68;1134.52
75.0;47.84;1182.47
76.0;50.13;1232.71
77.0;51.21;1284.02
78.0;53.78;1337.9
79.0;54.75;1392.76
80.0;56.75;1449.62
81.0;57.67;1507.4
82.0;59.28;1566.78
83.0;60.21;1627.1
84.0;62.05;1689.26
85.0;62.99;1752.35
86.0;64.66;1817.12
87.0;65.42;1882.64
88.0;67.26;1950.0
89.0;67.7;2017.81
90.0;69.19;2087.1
91.0;69.72;2156.93
92.0;70.6;2227.63
93.0;71.03;2298.76
94.0;71.85;2370.71
95.0;72.19;2443.01
96.0;73.03;2516.14
97.0;73.32;2589.57
98.0;73.92;2663.59
99.0;74.2;2737.9
100.0;74.76;2812.77
101.0;74.99;2887.86
102.0;75.46;2963.43
103.0;75.6;3039.13
104.0;76.03;3115.27
105.0;76.13;3191.5
