GRAND_ID: 3774
DAM_NAME: 16.310694
LONG: 16.310694
LAT: 49.565625
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.02;0.12
2.0;0.03;0.25
3.0;0.05;0.4
4.0;0.06;0.57
5.0;0.07;0.74
6.0;0.09;0.93
7.0;0.1;1.13
8.0;0.11;1.35
9.0;0.13;1.58
10.0;0.14;1.82
11.0;0.16;2.08
12.0;0.17;2.36
13.0;0.2;2.65
14.0;0.21;2.97
15.0;0.24;3.3
16.0;0.25;3.65
17.0;0.28;4.04
18.0;0.3;4.43
19.0;0.33;4.86
20.0;0.34;5.31
21.0;0.38;5.79
22.0;0.39;6.28
23.0;0.42;6.81
24.0;0.45;7.36
25.0;0.5;7.95
26.0;0.52;8.58
27.0;0.56;9.24
28.0;0.59;9.93
29.0;0.63;10.66
30.0;0.65;11.42
31.0;0.7;12.22
32.0;0.73;13.05
33.0;0.82;13.98
34.0;0.89;14.97
35.0;1.03;16.09
36.0;1.09;17.29
37.0;1.22;18.61
38.0;1.31;20.01
39.0;1.44;21.56
40.0;1.51;23.17
41.0;1.6;24.87
42.0;1.63;26.6
43.0;1.71;28.41
44.0;1.74;30.25
45.0;1.81;32.16
46.0;1.84;34.1
47.0;1.88;36.08
48.0;1.9;38.07
