GRAND_ID: 2955
DAM_NAME: -6.462684
LONG: -6.462684
LAT: 32.105745
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.03;0.13
2.0;0.05;0.29
3.0;0.07;0.47
4.0;0.13;0.71
5.0;0.19;1.0
6.0;0.3;1.4
7.0;0.39;1.9
8.0;0.48;2.48
9.0;0.57;3.16
10.0;0.66;3.93
11.0;0.73;4.77
12.0;0.85;5.72
13.0;0.92;6.75
14.0;1.02;7.88
15.0;1.11;9.1
16.0;1.24;10.44
17.0;1.27;11.81
18.0;1.41;13.33
19.0;1.49;14.92
20.0;1.59;16.62
21.0;1.68;18.41
22.0;1.81;20.32
23.0;1.91;22.33
24.0;2.06;24.49
25.0;2.13;26.73
26.0;2.3;29.14
27.0;2.4;31.65
28.0;2.53;34.29
29.0;2.68;37.07
30.0;2.9;40.07
31.0;2.96;43.14
32.0;3.26;46.5
33.0;3.56;50.17
34.0;3.92;54.19
35.0;4.21;58.5
36.0;4.63;63.24
37.0;5.15;68.49
38.0;5.8;74.4
39.0;6.34;80.85
40.0;7.5;88.45
41.0;8.3;96.86
42.0;9.46;106.42
43.0;10.36;116.89
44.0;11.61;128.61
45.0;11.97;140.68
46.0;13.02;153.81
47.0;13.66;167.57
48.0;14.44;182.11
49.0;15.14;197.35
50.0;16.34;213.8
51.0;17.03;230.94
52.0;18.12;249.17
53.0;18.88;268.15
54.0;19.6;287.86
55.0;20.11;308.07
56.0;20.77;328.95
57.0;21.34;350.4
58.0;22.06;372.57
59.0;22.26;394.94
60.0;22.93;417.97
61.0;23.44;441.52
62.0;24.01;465.64
63.0;24.43;490.18
64.0;25.13;515.41
65.0;25.37;540.89
66.0;26.19;567.18
67.0;26.49;593.78
68.0;26.95;620.83
69.0;27.34;648.28
70.0;27.67;676.06
71.0;27.89;704.05
72.0;28.33;732.49
73.0;28.54;761.13
74.0;28.86;790.1
75.0;29.07;819.27
76.0;29.25;848.63
77.0;29.4;878.13
78.0;29.6;907.84
79.0;29.66;937.61
80.0;29.77;967.48
