GRAND_ID: 2365
DAM_NAME: -49.647234
LONG: -49.647234
LAT: -3.832791
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;1.08;1.26
2.0;3.91;5.36
3.0;6.91;12.45
4.0;8.75;21.38
5.0;11.19;32.74
6.0;13.27;46.19
7.0;15.28;61.65
8.0;17.21;79.04
9.0;19.86;99.07
10.0;22.04;121.3
11.0;24.97;146.44
12.0;27.42;174.05
13.0;31.44;205.66
14.0;35.24;241.09
15.0;40.09;281.35
16.0;45.46;326.99
17.0;51.38;378.55
18.0;57.73;436.47
19.0;64.33;500.98
20.0;71.06;572.22
21.0;77.37;649.77
22.0;85.47;735.42
23.0;91.23;826.82
24.0;97.68;924.68
25.0;105.52;1030.38
26.0;113.78;1144.34
27.0;129.74;1274.25
28.0;161.52;1435.95
29.0;193.98;1630.11
30.0;217.02;1847.31
31.0;239.44;2086.93
32.0;261.4;2348.51
33.0;284.48;2633.17
34.0;303.2;2936.55
35.0;326.36;3263.09
36.0;368.96;3632.23
37.0;404.2;4036.61
38.0;438.91;4475.7
39.0;474.54;4950.42
40.0;515.73;5466.33
41.0;574.69;6041.2
42.0;630.11;6671.49
43.0;708.19;7379.85
44.0;835.91;8215.94
45.0;973.76;9189.88
46.0;1100.28;10290.34
47.0;1202.08;11492.6
48.0;1292.96;12785.75
49.0;1402.9;14188.82
50.0;1550.0;15739.01
51.0;1694.63;17433.82
52.0;1794.45;19228.45
53.0;1917.75;21146.38
54.0;2015.42;23161.98
55.0;2164.97;25327.13
56.0;2274.63;27601.94
57.0;2399.98;30002.09
58.0;2508.56;32510.83
59.0;2654.12;35165.13
60.0;2768.53;37933.83
61.0;2898.86;40832.87
62.0;2998.57;43831.61
63.0;3120.3;46952.09
64.0;3215.69;50167.97
65.0;3322.01;53490.16
66.0;3404.31;56894.65
67.0;3497.61;60392.44
68.0;3557.95;63950.57
69.0;3622.95;67573.7
70.0;3665.71;71239.59
71.0;3714.86;74954.63
72.0;3747.16;78701.97
73.0;3778.74;82480.89
74.0;3797.97;86279.04
75.0;3817.93;90097.15
76.0;3830.69;93928.03
77.0;3844.59;97772.8
