GRAND_ID: 6801
DAM_NAME: 170.354764
LONG: 170.354764
LAT: -44.654877
Depth(m);Area(km2);Volume(mcm)
0.0;0.0;0.0
1.0;0.03;0.18
2.0;0.1;0.43
3.0;0.14;0.71
4.0;0.25;1.11
5.0;0.25;1.51
6.0;0.4;2.06
7.0;0.46;2.66
8.0;0.71;3.52
9.0;0.83;4.5
10.0;1.04;5.69
11.0;1.16;6.99
12.0;1.44;8.58
13.0;1.55;10.27
14.0;1.87;12.29
15.0;2.17;14.6
16.0;2.65;17.4
17.0;2.97;20.52
18.0;3.28;23.95
19.0;3.53;27.62
20.0;4.07;31.84
21.0;4.4;36.39
22.0;4.99;41.52
23.0;5.46;47.13
24.0;6.2;53.48
25.0;7.13;60.76
26.0;8.88;69.78
27.0;10.02;79.94
28.0;11.3;91.39
29.0;12.05;103.58
30.0;13.62;117.35
31.0;14.49;131.99
32.0;16.48;148.62
33.0;17.38;166.15
34.0;18.63;184.92
35.0;19.39;204.45
36.0;21.21;225.81
37.0;22.06;248.02
38.0;23.57;271.74
39.0;24.19;296.08
40.0;25.06;321.29
41.0;25.74;347.18
42.0;26.84;374.17
43.0;27.3;401.62
44.0;28.12;429.89
45.0;28.46;458.5
46.0;28.94;487.59
47.0;29.14;516.88
48.0;29.51;546.54
49.0;29.64;576.33
50.0;29.84;606.31
51.0;30.11;636.57
52.0;30.28;667.0
53.0;30.38;697.52
54.0;30.54;728.2
55.0;30.6;758.95
56.0;30.73;789.83
57.0;30.79;820.77
58.0;30.89;851.8
59.0;30.93;882.88
